Country Code,Year,Metric,Value,YoY_Growth_%,Rolling_3Y_Avg,Share_of_G20_%,Rank_in_G20
CAN,2021,Total debt service (% of exports),0,,0,0,9
CAN,2022,Total debt service (% of exports),0,,0,0,9
CAN,2023,Total debt service (% of exports),0,,0,0,9
CAN,2024,Total debt service (% of exports),0,,0,,1
CHN,2005,Total debt service (% of exports),3.384675787,,3.384675787,2.058272577,8
CHN,2006,Total debt service (% of exports),2.633075189,-22.20598504,3.008875488,1.562899363,8
CHN,2007,Total debt service (% of exports),2.376860398,-9.730629465,2.798203791,1.871536773,8
CHN,2008,Total debt service (% of exports),2.071532243,-12.84585983,2.360489277,1.884771765,8
CHN,2009,Total debt service (% of exports),2.910785026,40.51362393,2.453059223,2.168726966,8
CHN,2010,Total debt service (% of exports),2.896430978,-0.493133233,2.626249416,2.457106558,8
CHN,2011,Total debt service (% of exports),2.916652724,0.69816082,2.907956243,2.773624262,8
CHN,2012,Total debt service (% of exports),3.084647551,5.759850165,2.965910418,2.82216404,8
CHN,2013,Total debt service (% of exports),3.039701896,-1.457075846,3.01366739,2.453734122,8
CHN,2014,Total debt service (% of exports),3.019717453,-0.657447493,3.0480223,2.193511789,8
CHN,2015,Total debt service (% of exports),4.902748896,62.35786867,3.654056082,2.73941101,8
CHN,2016,Total debt service (% of exports),6.918755436,41.11992237,4.947073928,3.167818752,8
CHN,2017,Total debt service (% of exports),7.58735987,9.663651791,6.469621401,3.821316074,8
CHN,2018,Total debt service (% of exports),8.252718966,8.769309848,7.586278091,4.148777504,8
CHN,2019,Total debt service (% of exports),9.495168722,15.05503534,8.445082519,4.171195779,7
CHN,2020,Total debt service (% of exports),9.194780342,-3.163591812,8.980889344,3.865239266,8
CHN,2021,Total debt service (% of exports),8.687544516,-5.516562739,9.125831193,4.867908066,7
CHN,2022,Total debt service (% of exports),10.74521171,23.68525642,9.54251219,7.047363399,6
CHN,2023,Total debt service (% of exports),10.27619121,-4.364925685,9.902982477,5.38861542,6
CHN,2024,Total debt service (% of exports),0,-100,7.007134305,,1
DEU,2005,Total debt service (% of exports),0,,0,0,9
DEU,2006,Total debt service (% of exports),0,,0,0,9
DEU,2007,Total debt service (% of exports),0,,0,0,9
DEU,2008,Total debt service (% of exports),0,,0,0,9
DEU,2009,Total debt service (% of exports),0,,0,0,9
DEU,2010,Total debt service (% of exports),0,,0,0,9
DEU,2011,Total debt service (% of exports),0,,0,0,9
DEU,2012,Total debt service (% of exports),0,,0,0,9
DEU,2013,Total debt service (% of exports),0,,0,0,9
DEU,2014,Total debt service (% of exports),0,,0,0,9
DEU,2015,Total debt service (% of exports),0,,0,0,9
DEU,2016,Total debt service (% of exports),0,,0,0,9
DEU,2017,Total debt service (% of exports),0,,0,0,9
DEU,2018,Total debt service (% of exports),0,,0,0,9
DEU,2019,Total debt service (% of exports),0,,0,0,9
DEU,2020,Total debt service (% of exports),0,,0,0,9
DEU,2021,Total debt service (% of exports),0,,0,0,9
DEU,2022,Total debt service (% of exports),0,,0,0,9
DEU,2023,Total debt service (% of exports),0,,0,0,9
DEU,2024,Total debt service (% of exports),0,,0,,1
FRA,2005,Total debt service (% of exports),0,,0,0,9
FRA,2006,Total debt service (% of exports),0,,0,0,9
FRA,2007,Total debt service (% of exports),0,,0,0,9
FRA,2008,Total debt service (% of exports),0,,0,0,9
FRA,2009,Total debt service (% of exports),0,,0,0,9
FRA,2010,Total debt service (% of exports),0,,0,0,9
FRA,2011,Total debt service (% of exports),0,,0,0,9
FRA,2012,Total debt service (% of exports),0,,0,0,9
FRA,2013,Total debt service (% of exports),0,,0,0,9
FRA,2014,Total debt service (% of exports),0,,0,0,9
FRA,2015,Total debt service (% of exports),0,,0,0,9
FRA,2016,Total debt service (% of exports),0,,0,0,9
FRA,2017,Total debt service (% of exports),0,,0,0,9
FRA,2018,Total debt service (% of exports),0,,0,0,9
FRA,2019,Total debt service (% of exports),0,,0,0,9
FRA,2020,Total debt service (% of exports),0,,0,0,9
FRA,2021,Total debt service (% of exports),0,,0,0,9
FRA,2022,Total debt service (% of exports),0,,0,0,9
FRA,2023,Total debt service (% of exports),0,,0,0,9
FRA,2024,Total debt service (% of exports),0,,0,,1
GBR,2005,Total debt service (% of exports),0,,0,0,9
GBR,2006,Total debt service (% of exports),0,,0,0,9
GBR,2007,Total debt service (% of exports),0,,0,0,9
GBR,2008,Total debt service (% of exports),0,,0,0,9
GBR,2009,Total debt service (% of exports),0,,0,0,9
GBR,2010,Total debt service (% of exports),0,,0,0,9
GBR,2011,Total debt service (% of exports),0,,0,0,9
GBR,2012,Total debt service (% of exports),0,,0,0,9
GBR,2013,Total debt service (% of exports),0,,0,0,9
GBR,2014,Total debt service (% of exports),0,,0,0,9
GBR,2015,Total debt service (% of exports),0,,0,0,9
GBR,2016,Total debt service (% of exports),0,,0,0,9
GBR,2017,Total debt service (% of exports),0,,0,0,9
GBR,2018,Total debt service (% of exports),0,,0,0,9
GBR,2019,Total debt service (% of exports),0,,0,0,9
GBR,2020,Total debt service (% of exports),0,,0,0,9
GBR,2021,Total debt service (% of exports),0,,0,0,9
GBR,2022,Total debt service (% of exports),0,,0,0,9
GBR,2023,Total debt service (% of exports),0,,0,0,9
GBR,2024,Total debt service (% of exports),0,,0,,1
IDN,2005,Total debt service (% of exports),20.90621741,,20.90621741,12.71338725,3
IDN,2006,Total debt service (% of exports),25.74919014,23.16522703,23.32770377,15.28379935,4
IDN,2007,Total debt service (% of exports),19.05711911,-25.98944272,21.90417555,15.00555069,3
IDN,2008,Total debt service (% of exports),14.48359173,-23.99904916,19.76330033,13.1778131,3
IDN,2009,Total debt service (% of exports),19.56687617,35.09684985,17.702529,14.57861423,4
IDN,2010,Total debt service (% of exports),18.72754396,-4.289556531,17.59267062,15.88699038,2
IDN,2011,Total debt service (% of exports),14.41399914,-23.03315815,17.56947309,13.70715732,4
IDN,2012,Total debt service (% of exports),17.43003316,20.92433883,16.85719209,15.94685033,2
IDN,2013,Total debt service (% of exports),19.96524081,14.54505353,17.2697577,16.11651218,3
IDN,2014,Total debt service (% of exports),29.91739054,49.84738137,22.43755484,21.73188382,1
IDN,2015,Total debt service (% of exports),34.60715609,15.67571723,28.16326248,19.33674892,2
IDN,2016,Total debt service (% of exports),37.47966698,8.300337902,34.00140454,17.16042618,2
IDN,2017,Total debt service (% of exports),29.43617206,-21.4609562,33.84099838,14.82530411,4
IDN,2018,Total debt service (% of exports),25.13582003,-14.60907358,30.68388636,12.63618998,4
IDN,2019,Total debt service (% of exports),39.48598926,57.09051551,31.35266045,17.34606267,3
IDN,2020,Total debt service (% of exports),36.81941749,-6.753209992,33.81374226,15.47789647,4
IDN,2021,Total debt service (% of exports),26.21899939,-28.79029279,34.17480205,14.69134096,3
IDN,2022,Total debt service (% of exports),23.32621633,-11.03315585,28.78821107,15.29875144,3
IDN,2023,Total debt service (% of exports),19.53257021,-16.26344395,23.02592864,10.24246308,4
IDN,2024,Total debt service (% of exports),0,-100,14.28626218,,1
IND,2005,Total debt service (% of exports),14.93023445,,14.93023445,9.079301554,6
IND,2006,Total debt service (% of exports),8.635233146,-42.16277597,11.7827338,5.125565894,7
IND,2007,Total debt service (% of exports),15.59099221,80.5509121,13.05215327,12.2763269,4
IND,2008,Total debt service (% of exports),9.657992655,-38.05402166,11.29473934,8.787269384,6
IND,2009,Total debt service (% of exports),6.018410318,-37.68466665,10.42246506,4.484112922,7
IND,2010,Total debt service (% of exports),6.819233274,13.30622064,7.498545416,5.784906641,6
IND,2011,Total debt service (% of exports),6.413868913,-5.944427258,6.417170835,6.099341989,6
IND,2012,Total debt service (% of exports),6.71426991,4.683616095,6.649124032,6.142929066,7
IND,2013,Total debt service (% of exports),8.080001212,20.34072685,7.069380012,6.522407576,7
IND,2014,Total debt service (% of exports),18.62962054,130.564576,11.14129722,13.53248869,5
IND,2015,Total debt service (% of exports),11.20636882,-39.84649985,12.63866352,6.261558724,7
IND,2016,Total debt service (% of exports),17.26341549,54.05003859,15.69980161,7.904220899,6
IND,2017,Total debt service (% of exports),10.08468004,-41.58351779,12.85148811,5.079072377,7
IND,2018,Total debt service (% of exports),11.39764793,13.01943038,12.91524782,5.729785001,7
IND,2019,Total debt service (% of exports),9.0023457,-21.01575911,10.16155789,3.954700278,8
IND,2020,Total debt service (% of exports),15.05383311,67.22122886,11.81794225,6.328228045,7
IND,2021,Total debt service (% of exports),7.810760672,-48.1144728,10.62231316,4.376618135,8
IND,2022,Total debt service (% of exports),8.26658066,5.835795095,10.37705815,5.421726397,8
IND,2023,Total debt service (% of exports),10.14346456,22.70447699,8.740268632,5.319016401,7
IND,2024,Total debt service (% of exports),0,-100,6.136681741,,1
ITA,2005,Total debt service (% of exports),0,,0,0,9
ITA,2006,Total debt service (% of exports),0,,0,0,9
ITA,2007,Total debt service (% of exports),0,,0,0,9
ITA,2008,Total debt service (% of exports),0,,0,0,9
ITA,2009,Total debt service (% of exports),0,,0,0,9
ITA,2010,Total debt service (% of exports),0,,0,0,9
ITA,2011,Total debt service (% of exports),0,,0,0,9
ITA,2012,Total debt service (% of exports),0,,0,0,9
ITA,2013,Total debt service (% of exports),0,,0,0,9
ITA,2014,Total debt service (% of exports),0,,0,0,9
ITA,2015,Total debt service (% of exports),0,,0,0,9
ITA,2016,Total debt service (% of exports),0,,0,0,9
ITA,2017,Total debt service (% of exports),0,,0,0,9
ITA,2018,Total debt service (% of exports),0,,0,0,9
ITA,2019,Total debt service (% of exports),0,,0,0,9
ITA,2020,Total debt service (% of exports),0,,0,0,9
ITA,2021,Total debt service (% of exports),0,,0,0,9
ITA,2022,Total debt service (% of exports),0,,0,0,9
ITA,2023,Total debt service (% of exports),0,,0,0,9
ITA,2024,Total debt service (% of exports),0,,0,,1
JPN,2005,Total debt service (% of exports),0,,0,0,9
JPN,2006,Total debt service (% of exports),0,,0,0,9
JPN,2007,Total debt service (% of exports),0,,0,0,9
JPN,2008,Total debt service (% of exports),0,,0,0,9
JPN,2009,Total debt service (% of exports),0,,0,0,9
JPN,2010,Total debt service (% of exports),0,,0,0,9
JPN,2011,Total debt service (% of exports),0,,0,0,9
JPN,2012,Total debt service (% of exports),0,,0,0,9
JPN,2013,Total debt service (% of exports),0,,0,0,9
JPN,2014,Total debt service (% of exports),0,,0,0,9
JPN,2015,Total debt service (% of exports),0,,0,0,9
JPN,2016,Total debt service (% of exports),0,,0,0,9
JPN,2017,Total debt service (% of exports),0,,0,0,9
JPN,2018,Total debt service (% of exports),0,,0,0,9
JPN,2019,Total debt service (% of exports),0,,0,0,9
JPN,2020,Total debt service (% of exports),0,,0,0,9
JPN,2021,Total debt service (% of exports),0,,0,0,9
JPN,2022,Total debt service (% of exports),0,,0,0,9
JPN,2023,Total debt service (% of exports),0,,0,0,9
JPN,2024,Total debt service (% of exports),0,,0,,1
KOR,2005,Total debt service (% of exports),0,,0,0,9
KOR,2006,Total debt service (% of exports),0,,0,0,9
KOR,2007,Total debt service (% of exports),0,,0,0,9
KOR,2008,Total debt service (% of exports),0,,0,0,9
KOR,2009,Total debt service (% of exports),0,,0,0,9
KOR,2010,Total debt service (% of exports),0,,0,0,9
KOR,2011,Total debt service (% of exports),0,,0,0,9
KOR,2012,Total debt service (% of exports),0,,0,0,9
KOR,2013,Total debt service (% of exports),0,,0,0,9
KOR,2014,Total debt service (% of exports),0,,0,0,9
KOR,2015,Total debt service (% of exports),0,,0,0,9
KOR,2016,Total debt service (% of exports),0,,0,0,9
KOR,2017,Total debt service (% of exports),0,,0,0,9
KOR,2018,Total debt service (% of exports),0,,0,0,9
KOR,2019,Total debt service (% of exports),0,,0,0,9
KOR,2020,Total debt service (% of exports),0,,0,0,9
KOR,2021,Total debt service (% of exports),0,,0,0,9
KOR,2022,Total debt service (% of exports),0,,0,0,9
KOR,2023,Total debt service (% of exports),0,,0,0,9
KOR,2024,Total debt service (% of exports),0,,0,,1
MEX,2005,Total debt service (% of exports),15.16810628,,15.16810628,9.223955014,5
MEX,2006,Total debt service (% of exports),19.55260882,28.90606424,17.36035755,11.60573006,5
MEX,2007,Total debt service (% of exports),12.4877443,-36.13259279,15.73615313,9.832833545,5
MEX,2008,Total debt service (% of exports),12.47509068,-0.101328301,14.83848127,11.35038991,4
MEX,2009,Total debt service (% of exports),12.80487004,2.643502692,12.589235,9.54047334,5
MEX,2010,Total debt service (% of exports),9.601547268,-25.01644107,11.62716933,8.145205233,5
MEX,2011,Total debt service (% of exports),10.79246741,12.40341907,11.06629491,10.26322031,5
MEX,2012,Total debt service (% of exports),17.14564615,58.86678637,12.51322028,15.68666281,3
MEX,2013,Total debt service (% of exports),9.384971053,-45.26324076,12.44102821,7.575816474,6
MEX,2014,Total debt service (% of exports),10.69717719,13.9819945,12.4092648,7.770390654,6
MEX,2015,Total debt service (% of exports),12.53871701,17.21519415,10.87362175,7.006008295,6
MEX,2016,Total debt service (% of exports),18.85343582,50.36176195,14.02977667,8.63222701,5
MEX,2017,Total debt service (% of exports),14.28195742,-24.24745518,15.22470342,7.192999199,5
MEX,2018,Total debt service (% of exports),11.62186845,-18.62552092,14.91908723,5.842504343,6
MEX,2019,Total debt service (% of exports),13.30211391,14.45761892,13.06864659,5.843574033,6
MEX,2020,Total debt service (% of exports),15.73592053,18.29638991,13.55330096,6.614959321,6
MEX,2021,Total debt service (% of exports),14.47440625,-8.016780963,14.5041469,8.110471125,6
MEX,2022,Total debt service (% of exports),8.673631893,-40.07607814,12.96131956,5.688695354,7
MEX,2023,Total debt service (% of exports),8.083239947,-6.806744311,10.41042603,4.238678568,8
MEX,2024,Total debt service (% of exports),0,-100,5.585623947,,1
RUS,2005,Total debt service (% of exports),0,,0,0,9
RUS,2006,Total debt service (% of exports),0,,0,0,9
RUS,2007,Total debt service (% of exports),0,,0,0,9
RUS,2008,Total debt service (% of exports),0,,0,0,9
RUS,2009,Total debt service (% of exports),0,,0,0,9
RUS,2010,Total debt service (% of exports),0,,0,0,9
RUS,2011,Total debt service (% of exports),0,,0,0,9
RUS,2012,Total debt service (% of exports),0,,0,0,9
RUS,2013,Total debt service (% of exports),0,,0,0,9
RUS,2014,Total debt service (% of exports),0,,0,0,9
RUS,2015,Total debt service (% of exports),0,,0,0,9
RUS,2016,Total debt service (% of exports),0,,0,0,9
RUS,2017,Total debt service (% of exports),0,,0,0,9
RUS,2018,Total debt service (% of exports),0,,0,0,9
RUS,2019,Total debt service (% of exports),0,,0,0,9
RUS,2020,Total debt service (% of exports),0,,0,0,9
RUS,2021,Total debt service (% of exports),0,,0,0,9
RUS,2022,Total debt service (% of exports),0,,0,0,9
RUS,2023,Total debt service (% of exports),0,,0,0,9
RUS,2024,Total debt service (% of exports),0,,0,,1
SAU,2005,Total debt service (% of exports),0,,0,0,9
SAU,2006,Total debt service (% of exports),0,,0,0,9
SAU,2007,Total debt service (% of exports),0,,0,0,9
SAU,2008,Total debt service (% of exports),0,,0,0,9
SAU,2009,Total debt service (% of exports),0,,0,0,9
SAU,2010,Total debt service (% of exports),0,,0,0,9
SAU,2011,Total debt service (% of exports),0,,0,0,9
SAU,2012,Total debt service (% of exports),0,,0,0,9
SAU,2013,Total debt service (% of exports),0,,0,0,9
SAU,2014,Total debt service (% of exports),0,,0,0,9
SAU,2015,Total debt service (% of exports),0,,0,0,9
SAU,2016,Total debt service (% of exports),0,,0,0,9
SAU,2017,Total debt service (% of exports),0,,0,0,9
SAU,2018,Total debt service (% of exports),0,,0,0,9
SAU,2019,Total debt service (% of exports),0,,0,0,9
SAU,2020,Total debt service (% of exports),0,,0,0,9
SAU,2021,Total debt service (% of exports),0,,0,0,9
SAU,2022,Total debt service (% of exports),0,,0,0,9
SAU,2023,Total debt service (% of exports),0,,0,0,9
SAU,2024,Total debt service (% of exports),0,,0,,1
TUR,2005,Total debt service (% of exports),37.54724002,,37.54724002,22.83304498,2
TUR,2006,Total debt service (% of exports),33.05073527,-11.97559326,35.29898765,19.61773569,2
TUR,2007,Total debt service (% of exports),32.52543013,-1.589390184,34.37446848,25.61048119,1
TUR,2008,Total debt service (% of exports),30.20225403,-7.142645291,31.92613981,27.4793481,1
TUR,2009,Total debt service (% of exports),41.69540692,38.05395743,34.80769703,31.06583019,1
TUR,2010,Total debt service (% of exports),36.8512485,-11.61796652,36.24963648,31.2617304,1
TUR,2011,Total debt service (% of exports),31.12158967,-15.54807251,36.5560817,29.59543159,1
TUR,2012,Total debt service (% of exports),26.52916461,-14.75639613,31.50066759,24.27170468,1
TUR,2013,Total debt service (% of exports),26.99314954,1.748961701,28.21463461,21.78964068,2
TUR,2014,Total debt service (% of exports),23.7181386,-12.13274847,25.74681759,17.22876973,2
TUR,2015,Total debt service (% of exports),25.21249923,6.300497069,25.30792912,14.08748428,4
TUR,2016,Total debt service (% of exports),36.16032926,43.42223248,28.3636557,16.55635471,3
TUR,2017,Total debt service (% of exports),37.18752615,2.840673494,32.85345155,18.72921462,2
TUR,2018,Total debt service (% of exports),33.3218144,-10.39518394,35.5565566,16.75142393,2
TUR,2019,Total debt service (% of exports),33.04853073,-0.820134429,34.51929043,14.51810873,4
TUR,2020,Total debt service (% of exports),40.363622,22.13439178,35.57798904,16.96778508,3
TUR,2021,Total debt service (% of exports),24.78840046,-38.5872743,32.73351773,13.88973079,4
TUR,2022,Total debt service (% of exports),19.5513477,-21.12702985,28.23445672,12.822963,4
TUR,2023,Total debt service (% of exports),20.70758469,5.913848064,21.68244428,10.85861561,3
TUR,2024,Total debt service (% of exports),0,-100,13.41964413,,1
USA,2005,Total debt service (% of exports),0,,0,0,9
USA,2006,Total debt service (% of exports),0,,0,0,9
USA,2007,Total debt service (% of exports),0,,0,0,9
USA,2008,Total debt service (% of exports),0,,0,0,9
USA,2009,Total debt service (% of exports),0,,0,0,9
USA,2010,Total debt service (% of exports),0,,0,0,9
USA,2011,Total debt service (% of exports),0,,0,0,9
USA,2012,Total debt service (% of exports),0,,0,0,9
USA,2013,Total debt service (% of exports),0,,0,0,9
USA,2014,Total debt service (% of exports),0,,0,0,9
USA,2015,Total debt service (% of exports),0,,0,0,9
USA,2016,Total debt service (% of exports),0,,0,0,9
USA,2017,Total debt service (% of exports),0,,0,0,9
USA,2018,Total debt service (% of exports),0,,0,0,9
USA,2019,Total debt service (% of exports),0,,0,0,9
USA,2020,Total debt service (% of exports),0,,0,0,9
USA,2021,Total debt service (% of exports),0,,0,0,9
USA,2022,Total debt service (% of exports),0,,0,0,9
USA,2023,Total debt service (% of exports),0,,0,0,9
USA,2024,Total debt service (% of exports),0,,0,,1
ZAF,2005,Total debt service (% of exports),6.792797174,,6.792797174,4.130802778,7
ZAF,2006,Total debt service (% of exports),9.011722284,32.66585257,7.902259729,5.349036395,6
ZAF,2007,Total debt service (% of exports),4.561785014,-49.37943192,6.788768158,3.59194356,7
ZAF,2008,Total debt service (% of exports),6.387893562,40.03057011,6.653800287,5.811988426,7
ZAF,2009,Total debt service (% of exports),6.37613521,-0.184072454,5.775271262,4.750641577,6
ZAF,2010,Total debt service (% of exports),5.911450764,-7.287870002,6.225159845,5.014814629,7
ZAF,2011,Total debt service (% of exports),5.074043144,-14.1658563,5.787209706,4.825219353,7
ZAF,2012,Total debt service (% of exports),8.598799925,69.46643299,6.528097944,7.867097793,6
ZAF,2013,Total debt service (% of exports),11.21301591,30.40210268,8.295286325,9.051466452,5
ZAF,2014,Total debt service (% of exports),8.565674747,-23.60953719,9.459163526,6.222075022,7
ZAF,2015,Total debt service (% of exports),25.99049652,203.4261431,15.25639572,14.52219027,3
ZAF,2016,Total debt service (% of exports),14.79351114,-43.08107529,16.44989414,6.773351428,7
ZAF,2017,Total debt service (% of exports),13.47767706,-8.894670604,18.08722824,6.787929511,6
ZAF,2018,Total debt service (% of exports),24.33139708,80.53108841,17.53419509,12.23179334,5
ZAF,2019,Total debt service (% of exports),18.73267809,-23.01026519,18.84725074,8.229202667,5
ZAF,2020,Total debt service (% of exports),27.26538094,45.54982906,23.44315204,11.46163552,5
ZAF,2021,Total debt service (% of exports),18.73574098,-31.28377329,21.57793333,10.49823278,5
ZAF,2022,Total debt service (% of exports),18.73339285,-0.012532859,21.57817159,12.28649846,5
ZAF,2023,Total debt service (% of exports),16.79745577,-10.33415091,18.0888632,8.808227421,5
ZAF,2024,Total debt service (% of exports),0,-100,11.84361621,,1
ARG,2005,Domestic credit to private sector by banks (% of GDP),10.41693074,,10.41693074,0.825999706,19
ARG,2006,Domestic credit to private sector by banks (% of GDP),11.53238851,10.70812318,10.97465963,0.867413461,19
ARG,2007,Domestic credit to private sector by banks (% of GDP),12.61221143,9.363393455,11.52051023,0.911952764,19
ARG,2008,Domestic credit to private sector by banks (% of GDP),11.82276973,-6.25934397,11.98912322,0.82372817,19
ARG,2009,Domestic credit to private sector by banks (% of GDP),11.99928175,1.492983648,12.1447543,0.887661331,18
ARG,2010,Domestic credit to private sector by banks (% of GDP),12.49600139,4.139578116,12.10601762,0.936340117,18
ARG,2011,Domestic credit to private sector by banks (% of GDP),13.84210094,10.77224235,12.77912803,1.047938009,18
ARG,2012,Domestic credit to private sector by banks (% of GDP),15.037769,8.637908833,13.79195711,1.130227458,18
ARG,2013,Domestic credit to private sector by banks (% of GDP),15.56545554,3.509074613,14.81510849,1.157402276,18
ARG,2014,Domestic credit to private sector by banks (% of GDP),13.65694007,-12.26122461,14.7533882,1.011169488,18
ARG,2015,Domestic credit to private sector by banks (% of GDP),14.23852546,4.258533652,14.48697369,1.029301048,18
ARG,2016,Domestic credit to private sector by banks (% of GDP),13.49652679,-5.211204433,13.79733078,0.96937956,18
ARG,2017,Domestic credit to private sector by banks (% of GDP),15.72126916,16.48381399,14.48544047,1.133949438,18
ARG,2018,Domestic credit to private sector by banks (% of GDP),15.37632656,-2.194114238,14.8647075,1.14638506,17
ARG,2019,Domestic credit to private sector by banks (% of GDP),12.77894825,-16.89206001,14.62551466,0.939399112,17
ARG,2020,Domestic credit to private sector by banks (% of GDP),13.4554773,5.294090253,13.8702507,0.908143947,17
ARG,2021,Domestic credit to private sector by banks (% of GDP),11.27270763,-16.22216458,12.50237773,0.787683765,17
ARG,2022,Domestic credit to private sector by banks (% of GDP),10.66182236,-5.419152945,11.7966691,0.81862022,15
ARG,2023,Domestic credit to private sector by banks (% of GDP),11.9006279,11.61907875,11.27838596,0.935072753,15
ARG,2024,Domestic credit to private sector by banks (% of GDP),13.18414503,10.78528913,11.91553176,1.302298089,13
AUS,2005,Domestic credit to private sector by banks (% of GDP),108.4330782,,108.4330782,8.598088343,5
AUS,2006,Domestic credit to private sector by banks (% of GDP),113.6015097,4.766471242,111.017294,8.544585423,4
AUS,2007,Domestic credit to private sector by banks (% of GDP),120.5118032,6.082923968,114.1821304,8.713862166,4
AUS,2008,Domestic credit to private sector by banks (% of GDP),121.7134203,0.997094941,118.6089111,8.480142582,4
AUS,2009,Domestic credit to private sector by banks (% of GDP),122.5074554,0.652380871,121.5775596,9.062636681,3
AUS,2010,Domestic credit to private sector by banks (% of GDP),125.1963326,2.194868285,123.1390694,9.381108813,3
AUS,2011,Domestic credit to private sector by banks (% of GDP),122.1677969,-2.419029153,123.2905283,9.248905087,3
AUS,2012,Domestic credit to private sector by banks (% of GDP),121.1802793,-0.808328842,122.8481363,9.107819053,4
AUS,2013,Domestic credit to private sector by banks (% of GDP),124.7040749,2.907895231,122.6840504,9.272634501,4
AUS,2014,Domestic credit to private sector by banks (% of GDP),128.4422945,2.997672413,124.7755496,9.509958197,4
AUS,2015,Domestic credit to private sector by banks (% of GDP),136.3539739,6.159715028,129.8334478,9.857010021,2
AUS,2016,Domestic credit to private sector by banks (% of GDP),142.6637024,4.627462169,135.8199903,10.24673082,2
AUS,2017,Domestic credit to private sector by banks (% of GDP),140.6690876,-1.398123573,139.8955879,10.14623127,2
AUS,2018,Domestic credit to private sector by banks (% of GDP),140.0193881,-0.461863685,141.1173927,10.43917311,3
AUS,2019,Domestic credit to private sector by banks (% of GDP),136.2147265,-2.717239154,138.9677341,10.01334309,3
AUS,2020,Domestic credit to private sector by banks (% of GDP),142.2298325,4.415899958,139.4879824,9.599448503,4
AUS,2021,Domestic credit to private sector by banks (% of GDP),138.684517,-2.492666577,139.0430254,9.690621466,3
AUS,2022,Domestic credit to private sector by banks (% of GDP),134.0208433,-3.362793357,138.311731,10.29018947,3
AUS,2023,Domestic credit to private sector by banks (% of GDP),127.4318907,-4.916364067,133.3790837,10.01275646,3
AUS,2024,Domestic credit to private sector by banks (% of GDP),129.6737556,1.759265175,130.3754965,12.80886124,2
BRA,2005,Domestic credit to private sector by banks (% of GDP),31.83978415,,31.83978415,2.524702622,14
BRA,2006,Domestic credit to private sector by banks (% of GDP),35.42516668,11.26069983,33.63247542,2.664518839,13
BRA,2007,Domestic credit to private sector by banks (% of GDP),40.69093794,14.86449256,35.98529626,2.942244786,13
BRA,2008,Domestic credit to private sector by banks (% of GDP),45.782256,12.51216686,40.63278687,3.18978842,13
BRA,2009,Domestic credit to private sector by banks (% of GDP),47.49428985,3.739513954,44.65582793,3.513447341,12
BRA,2010,Domestic credit to private sector by banks (% of GDP),52.76465763,11.09684512,48.68040116,3.953718007,10
BRA,2011,Domestic credit to private sector by banks (% of GDP),58.07849111,10.07081959,52.77914619,4.396923458,10
BRA,2012,Domestic credit to private sector by banks (% of GDP),62.5192932,7.646207763,57.78748065,4.698903262,10
BRA,2013,Domestic credit to private sector by banks (% of GDP),64.23057383,2.737204052,61.60945271,4.775999786,9
BRA,2014,Domestic credit to private sector by banks (% of GDP),66.02851039,2.799191193,64.25945914,4.888797541,9
BRA,2015,Domestic credit to private sector by banks (% of GDP),66.82970065,1.213400467,65.69626162,4.831109871,9
BRA,2016,Domestic credit to private sector by banks (% of GDP),62.19400696,-6.93657706,65.017406,4.467045486,10
BRA,2017,Domestic credit to private sector by banks (% of GDP),59.4843093,-4.356846903,62.83600564,4.290505962,11
BRA,2018,Domestic credit to private sector by banks (% of GDP),60.21834794,1.234003806,60.6322214,4.489590812,10
BRA,2019,Domestic credit to private sector by banks (% of GDP),62.79050494,4.27138421,60.83105406,4.61582154,9
BRA,2020,Domestic credit to private sector by banks (% of GDP),68.69615458,9.405322741,63.90166916,4.636475953,10
BRA,2021,Domestic credit to private sector by banks (% of GDP),68.80522457,0.158771606,66.76396137,4.807785328,9
BRA,2022,Domestic credit to private sector by banks (% of GDP),70.60609718,2.617348637,69.36915878,5.421172558,8
BRA,2023,Domestic credit to private sector by banks (% of GDP),71.07554037,0.664876274,70.16228737,5.584646606,8
BRA,2024,Domestic credit to private sector by banks (% of GDP),75.83876192,6.70163255,72.50679982,7.491170232,6
CAN,2005,Domestic credit to private sector by banks (% of GDP),121.661093,,121.661093,9.646990034,2
CAN,2006,Domestic credit to private sector by banks (% of GDP),134.1208071,10.24133013,127.89095,10.08795302,2
CAN,2007,Domestic credit to private sector by banks (% of GDP),123.5336481,-7.893748397,126.438516,8.932363084,3
CAN,2008,Domestic credit to private sector by banks (% of GDP),124.0977717,0.456655848,127.2507423,8.646267564,3
CAN,2009,Domestic credit to private sector by banks (% of GDP),0,-100,82.54380658,0,19
CAN,2010,Domestic credit to private sector by banks (% of GDP),0,,41.3659239,0,19
CAN,2011,Domestic credit to private sector by banks (% of GDP),0,,0,0,19
CAN,2012,Domestic credit to private sector by banks (% of GDP),0,,0,0,19
CAN,2013,Domestic credit to private sector by banks (% of GDP),0,,0,0,19
CAN,2014,Domestic credit to private sector by banks (% of GDP),0,,0,0,19
CAN,2015,Domestic credit to private sector by banks (% of GDP),0,,0,0,19
CAN,2016,Domestic credit to private sector by banks (% of GDP),0,,0,0,19
CAN,2017,Domestic credit to private sector by banks (% of GDP),0,,0,0,19
CAN,2018,Domestic credit to private sector by banks (% of GDP),0,,0,0,18
